timestamp,density_north,density_south,density_east,density_west
2023-01-01 00:00:00,0.29803326159377647,0.3890484511349808,0.6516703753844424,0.3552916380083787
2023-01-01 00:01:00,0.24922489927062258,0.40467857072078695,0.7001043973092783,0.2790869253130652
2023-01-01 00:02:00,0.29879954026031363,0.3562881246535259,0.7362943523206947,0.30285703610131126
2023-01-01 00:03:00,0.38250154722684876,0.3952470178571221,0.7215702407649153,0.3223545562336647
2023-01-01 00:04:00,0.3931188634771027,0.46915389859407763,0.7408517285609059,0.264515125095339
2023-01-01 00:05:00,0.31848076144771476,0.37955955478619485,0.7056535954403056,0.2568531877486122
2023-01-01 00:06:00,0.288301413912125,0.4886799088995153,0.746148621160219,0.3163572667513888
2023-01-01 00:07:00,0.3146101857504334,0.3670254877493642,0.7218352169398471,0.32450338858443883
2023-01-01 00:08:00,0.3973997121881381,0.44312708539234086,0.6382478433049493,0.29308455986680376
2023-01-01 00:09:00,0.31701980667800744,0.4317444567431099,0.7163035851776359,0.2465117807749209
2023-01-01 00:10:00,0.2619487498839554,0.4327487446391414,0.6964800594359228,0.30878974630302636
2023-01-01 00:11:00,0.3156929208522533,0.427112016782499,0.6976841496690411,0.24305641320743482
2023-01-01 00:12:00,0.29982816179174643,0.4194573847721693,0.7111280499731903,0.24419607588552245
2023-01-01 00:13:00,0.27957397469352185,0.3369618261029623,0.719908957668915,0.21656056695454762
2023-01-01 00:14:00,0.2834251684184769,0.4048897483838747,0.7598376352347084,0.30000681292374676
2023-01-01 00:15:00,0.35669156661445345,0.47619461735461793,0.7252972413858798,0.3259285113385495
2023-01-01 00:16:00,0.32271470316239315,0.41708500089130823,0.6893457240175496,0.2460073007106225
2023-01-01 00:17:00,0.30389948978212417,0.4945501433505364,0.6663841476808278,0.2911539817941736
2023-01-01 00:18:00,0.25693750897626805,0.3307120194610214,0.6855297422452361,0.27089660255966164
2023-01-01 00:19:00,0.20889947335506898,0.45758154306999355,0.6661442550565303,0.2531097771755827
2023-01-01 00:20:00,0.24585063549717126,0.4796732997979771,0.6356144008183752,0.2629972817676633
2023-01-01 00:21:00,0.2655246900190455,0.3922210492689478,0.6904962374807053,0.31859932733437923
2023-01-01 00:22:00,0.35661612864120473,0.48332664223488175,0.7317581517115535,0.24801908716980353
2023-01-01 00:23:00,0.2503691086422149,0.3017164443634909,0.7450685407723864,0.33038038685524307
2023-01-01 00:24:00,0.37929618405003807,0.39791273436790947,0.7350227307454121,0.27782463062772494
2023-01-01 00:25:00,0.29361138846907864,0.428629229666473,0.6965752629705384,0.3043626179028931
2023-01-01 00:26:00,0.2684204978537264,0.3997675706391784,0.6959218832111104,0.2893117972892259
2023-01-01 00:27:00,0.24922656185525793,0.3305469397333276,0.644241784508065,0.2914839661017267
2023-01-01 00:28:00,0.30363556178614626,0.38250718277563606,0.6730403906603553,0.30317066384876445
2023-01-01 00:29:00,0.30799516583142905,0.4666162957440329,0.7573091218062395,0.32812107098823384
2023-01-01 00:30:00,0.29157827309136886,0.37799034037514667,0.6612066861657799,0.26057010583218426
2023-01-01 00:31:00,0.320451843110515,0.38375391174575524,0.6653031338467151,0.2458016915698698
2023-01-01 00:32:00,0.40504162356850065,0.35999497793424623,0.7706492499495287,0.3292116404504439
2023-01-01 00:33:00,0.2590195193806997,0.42936136801456015,0.7462679543138613,0.3320823257593874
2023-01-01 00:34:00,0.28827959934294095,0.36604789579605024,0.742941169136295,0.263251845471929
