timestamp,density_north,density_south,density_east,density_west
2023-01-01 00:00:00,0.09211605056711067,0.43415505836488194,0.20612390312708714,0.2798174010857828
2023-01-01 00:01:00,0.00804630404228078,0.42641140576714687,0.2163328695073495,0.2663526703496901
2023-01-01 00:02:00,0.05566833289927199,0.4991608933615157,0.2809985214682348,0.2840391284675943
2023-01-01 00:03:00,0.004533241712249364,0.4573475396157745,0.22456342478173721,0.2700837417994858
2023-01-01 00:04:00,0.08043621138518395,0.42595943954392496,0.22974334040824454,0.24911433008515074
2023-01-01 00:05:00,0.012282220812608324,0.43182936633701435,0.2815724279267457,0.23082447041819124
2023-01-01 00:06:00,0.11161004453104457,0.4575820443588704,0.2822369206606534,0.23345496491278078
2023-01-01 00:07:00,0.06840496526077203,0.30382162738247254,0.24173630987321637,0.3059496269196552
2023-01-01 00:08:00,0.05208025000469679,0.5030139724066904,0.2580620195048661,0.23741790226873258
2023-01-01 00:09:00,0.09360891966820448,0.4073251977043974,0.29664163028294055,0.24241577635714837
2023-01-01 00:10:00,0.055524942757130186,0.487942466357998,0.24681320708158566,0.27086795876411274
2023-01-01 00:11:00,0.08173578943929673,0.41545481451664823,0.28616839977696396,0.2345627860989078
2023-01-01 00:12:00,0.19339428461884858,0.4483547936014997,0.22973963222232677,0.28911229142487704
2023-01-01 00:13:00,0.04715997921414208,0.4343337357950882,0.21521100205461885,0.2401305501369189
2023-01-01 00:14:00,0.06081080883253932,0.4117114242797165,0.2148402265803885,0.26077133867191044
2023-01-01 00:15:00,0.06149446256475438,0.3804634462522969,0.27280343162198484,0.26837058080307064
2023-01-01 00:16:00,0.07334186385414844,0.3751987316363165,0.2785090034066168,0.22202936557760122
2023-01-01 00:17:00,0.11142991254003501,0.4736802032101202,0.20833505311539025,0.27090715275770394
2023-01-01 00:18:00,0.14487646147413702,0.433812705202529,0.23145654483737282,0.28452331434283346
2023-01-01 00:19:00,0.04157986766691261,0.46216854441044114,0.22235205642004818,0.2924526835896465
2023-01-01 00:20:00,0.1175302013826621,0.40381932115034025,0.20640497536033095,0.2647798100213581
2023-01-01 00:21:00,0.03598934427982159,0.41202671324452833,0.2715622606624538,0.1969676408608807
2023-01-01 00:22:00,0.11044791130189187,0.48339081799685746,0.2936593592259799,0.2690469137009558
2023-01-01 00:23:00,0.0,0.34513813739915095,0.2607208763034566,0.2361853484126297
2023-01-01 00:24:00,0.02727275557359008,0.46346951773558603,0.20013643297738337,0.19805599448298464
2023-01-01 00:25:00,0.0,0.4348858375574384,0.2552420879193609,0.2921225556327682
2023-01-01 00:26:00,0.0402788072165788,0.4639011296058287,0.2337831277254695,0.23411452309440356
2023-01-01 00:27:00,0.019242942153828574,0.48672827585536543,0.26102370734318225,0.2891666854254316
2023-01-01 00:28:00,0.08415563601363986,0.44923943172681113,0.2601238327629677,0.2326778055813269
2023-01-01 00:29:00,0.1061551412242209,0.4359396521953257,0.24528199574999981,0.2933628048998842
2023-01-01 00:30:00,0.13808898115602822,0.4750968235014285,0.251638104349039,0.29072886920398344
2023-01-01 00:31:00,0.0863537709762346,0.45493729718477394,0.24052580381028588,0.2702426069879053
2023-01-01 00:32:00,0.11150396678819519,0.4095469809682671,0.295780935989709,0.2777956965859499
2023-01-01 00:33:00,0.09669833750253923,0.45726492797040225,0.21658840931626283,0.22186775774190445
2023-01-01 00:34:00,0.11338923825885586,0.43816320575905543,0.2821019145419939,0.2636133330029788
2023-01-01 00:35:00,0.18061361805461154,0.4253095909448823,0.21502167879914558,0.2507676319405647
2023-01-01 00:36:00,0.038882961592375496,0.41238969388649904,0.24945794550958056,0.2468234394921901
2023-01-01 00:37:00,0.10157771632112865,0.44145002602851785,0.26928642365498057,0.2195547415246802
2023-01-01 00:38:00,0.10399095626912568,0.4533230802036528,0.22146175284687994,0.26501347174541834
2023-01-01 00:39:00,0.13791579734178283,0.4946975625629416,0.29607838202554493,0.2316436186880259
2023-01-01 00:40:00,0.08563490841831367,0.49138376152779156,0.28973252194792304,0.25615025949915593
2023-01-01 00:41:00,0.02506046858572719,0.5276147400476814,0.25795429101561795,0.19520229602074385
2023-01-01 00:42:00,0.061118822429007624,0.46976499267214966,0.24448249121811846,0.3041636977081249
2023-01-01 00:43:00,0.0,0.48926879749842056,0.20451255035221466,0.27653647844940277
2023-01-01 00:44:00,0.04081743618558162,0.3509915837654062,0.2950468650321323,0.19794280459957944
2023-01-01 00:45:00,0.18718840409614076,0.4529222303869521,0.26145059855763797,0.2111860148715301
2023-01-01 00:46:00,0.14020108568548,0.41035630342032636,0.2371145003523386,0.2562068002469633
2023-01-01 00:47:00,0.04895387800499175,0.4968208547973735,0.2733427158669263,0.24486599619019217
2023-01-01 00:48:00,0.0,0.4741854799196583,0.2018814044691754,0.21586430956178837
2023-01-01 00:49:00,0.17408853300243596,0.4093656515018926,0.23361228176020782,0.21747603791790676
2023-01-01 00:50:00,0.15022682851854308,0.5079665375995881,0.26323527855860884,0.27945016372011927
2023-01-01 00:51:00,0.035806875770382975,0.45790148003965825,0.2926800536668031,0.30371526113394
2023-01-01 00:52:00,0.09282673968674288,0.5084822137192715,0.27106081353968825,0.24887580889548944
2023-01-01 00:53:00,0.08392422872277568,0.42795636164857576,0.2536870940029028,0.2848252850859414
2023-01-01 00:54:00,0.08080267964753834,0.4379542381375644,0.24680983921180832,0.24424182797624192
2023-01-01 00:55:00,0.09650292025143252,0.5342808313421528,0.23940299277378496,0.2771144799114692
2023-01-01 00:56:00,0.11318411492733445,0.488756207236145,0.2089179550349553,0.24582547695864168
2023-01-01 00:57:00,0.09022172819634647,0.555220772368446,0.21489643036549055,0.2572028702717047
2023-01-01 00:58:00,0.08682479795719313,0.5117498810089423,0.25010177646560766,0.2264264013625685
